GEOID,total_pop,tot_workers,median_income,avg_commute,pctpoc,pctpov,pct_wo_car,pct_transit_users
06001400100,3094,1525,250001,33.2,25.82417582417583,4.330963154492566,2.7472527472527473,6.491803278688526
06001400200,2093,1065,225880,28.8,24.98805542283803,7.835642618251313,4.538939321548018,17.84037558685446
06001400300,5727,3311,157731,31.9,28.4616727780688,5.412956172516151,7.263837960537803,25.91362126245847
06001400400,4395,2375,159612,29.6,33.74288964732651,7.8043230944254836,4.6416382252559725,17.936842105263157
06001400500,3822,2129,96250,26.8,46.781789638932494,10.387231815803244,4.421768707482993,13.950211366838891
06001400600,1957,1176,134583,44.3,43.076136944302505,9.299948901379661,3.321410321921308,20.408163265306122
06001400700,4404,2707,111302,31.8,40.84922797456858,13.60127157129882,6.539509536784741,19.57886959734023
06001400800,4583,2899,129844,27.8,36.15535675321841,13.419157756927778,3.251145537857299,12.901000344946533
06001400900,2752,1866,111131,28.6,54.43313953488372,11.664244186046512,2.5799418604651163,14.737406216505894
06001401000,6529,3995,131845,29.7,57.313524276305714,16.893858171236023,5.314749578802267,14.693366708385483
06001401100,5627,3716,95479,32.4,46.898880398080685,10.129731650968544,7.2152123689354895,29.251883745963404
06001401200,3068,2106,117593,28.4,34.32203389830508,7.920469361147327,5.247718383311604,24.121557454890787
06001401300,4368,2779,105556,38.5,53.84615384615385,10.714285714285714,16.689560439560438,20.798848506657073
06001401400,4876,2809,87208,32.1,68.8884331419196,33.244462674323216,7.854799015586546,26.094695621217518
06001401500,2827,1413,62744,28.1,75.16802263883976,19.561372479660417,15.56420233463035,24.27459306440198
06001401600,2617,1496,135234,30.8,72.94612151318304,13.22124570118456,4.241497898356897,17.8475935828877
06001401700,3519,2291,146840,33.8,62.37567490764422,21.22762148337596,3.324808184143223,15.582714971628109
06001401800,1816,916,69500,34.2,67.89647577092511,19.21806167400881,11.068281938325992,32.96943231441048
06001402200,2385,1565,111364,29,61.76100628930817,17.40041928721174,7.044025157232705,22.683706070287542
06001402400,2727,1294,42078,30.4,77.48441510817749,20.095342867620094,15.181518151815181,27.89799072642968
06001402500,1877,779,NA,34.2,71.76345231752796,29.88811933937134,12.67980820458178,30.680359435173298
06001402600,1255,611,48362,22,81.19521912350598,22.948207171314742,16.095617529880478,8.183306055646481
06001402700,2056,1105,97250,30.3,71.44941634241245,21.254863813229573,9.38715953307393,29.502262443438916
06001402801,2911,1552,42546,32.9,68.18962555822742,19.92442459635864,26.588801099278598,33.24742268041237
06001402802,1527,581,18552,40.7,62.80288146692862,48.002619515389654,34.64309102815979,42.68502581755594
06001402900,2111,1311,41094,30.4,75.50923732828043,26.101373756513503,37.13879677877783,27.002288329519452
06001403000,3125,1435,50966,26.5,79.84,28.255999999999997,29.471999999999998,28.50174216027875
06001403100,2174,1387,154095,46,64.67341306347745,9.659613615455381,17.801287948482063,44.77289113193944
06001403301,1807,827,35694,42.1,83.61925843940232,27.504150525733262,18.76037631433315,12.333736396614269
06001403302,2687,2185,142114,31.7,40.82620022329736,3.7216226274655746,6.4756233717901,21.23569794050343
06001403401,2641,1544,71979,27.3,50.09466111321469,19.840969329799318,31.04884513441878,28.62694300518135
06001403402,955,800,91731,30.5,48.167539267015705,5.340314136125655,30.471204188481675,31.5
06001403501,5421,3316,123981,31.4,60.52388858144254,17.469101641763512,17.395314517616676,24.698431845597106
